year,name,vmax_ms,pmin_hpa,v_land_ms,cat,landfall_cn,scs_genesis
2005,VICENTE,22.6355,985.0,,1,0,1
2005,DAMREY,49.9011,940.0,42.6989,4,1,0
2005,SAOLA,44.7566,950.0,,4,0,0
2005,LONGWANG,54.5311,935.0,39.6122,5,1,0
2005,KIROGI,49.9011,940.0,,4,0,0
2005,KAI-TAK,39.6122,960.0,,3,0,1
2005,TEMBIN,22.6355,992.0,,1,0,0
2005,BOLAVEN,32.9244,975.0,,3,0,0
2005,UNNAMED,14.9189,1000.0,,0,0,0
2006,UNNAMED,14.9189,1000.0,,0,0,0
2006,CHANCHU,49.9011,940.0,28.8089,4,1,0
2006,JELAWAT,19.5489,995.0,11.8322,1,1,0
2006,EWINIAR,54.5311,935.0,,5,0,0
2006,UNNAMED,14.9189,997.0,14.9189,0,1,1
2006,BILIS,29.8378,975.0,24.6933,2,1,0
2006,KAEMI,39.6122,960.0,32.9244,3,1,0
2006,PRAPIROON,32.9244,975.0,32.9244,3,1,0
2006,SAOMAI,59.6755,915.0,44.7566,5,1,0
2006,MARIA,32.9244,975.0,,3,0,0
2006,BOPHA,24.6933,985.0,20.0633,2,1,0
2006,WUKONG,24.6933,985.0,,2,0,0
2006,SONAMU,19.5489,990.0,,1,0,0
2006,IOKE,59.6755,920.0,,5,0,0
2006,UNNAMED,14.9189,1000.0,14.9189,0,1,1
2006,SHANSHAN,54.5311,935.0,,5,0,0
2006,UNNAMED,14.9189,1000.0,11.8322,0,1,1
2006,YAGI,59.6755,920.0,,5,0,0
2006,UNNAMED,17.4911,995.0,,1,0,1
2006,XANGSANE,49.9011,945.0,,4,0,0
2006,BEBINCA,22.6355,990.0,,1,0,0
2006,RUMBIA,22.6355,990.0,,1,0,0
2006,SOULIK,39.6122,960.0,,3,0,0
2006,CIMARON,59.6755,920.0,,5,0,0
2006,CHEBI,54.5311,935.0,,5,0,0
2006,DURIAN,59.6755,920.0,,5,0,0
2006,UTOR,44.7566,950.0,,4,0,0
2006,TRAMI,17.4911,995.0,,1,0,0
2007,KONG-REY,39.6122,960.0,,3,0,0
2007,YUTU,49.9011,940.0,,4,0,0
2007,TORAJI,22.6355,990.0,14.9189,1,1,1
2007,MAN-YI,54.5311,935.0,,5,0,0
2007,USAGI,49.9011,940.0,,4,0,0
2007,UNNAMED,17.4911,995.0,,1,0,1
2007,PABUK,29.8378,980.0,14.9189,2,1,0
2007,WUTIP,19.5489,990.0,17.4911,1,1,0
2007,SEPAT,64.8199,910.0,44.7566,5,1,0
2007,FITOW,34.9822,970.0,,3,0,0
2007,DANAS,27.7800,985.0,,2,0,0
2007,NARI,49.9011,940.0,,4,0,0
2007,WIPHA,54.5311,935.0,37.5544,5,1,0
2007,FRANCISCO,19.5489,992.0,19.5489,1,1,0
2007,LEKIMA,32.9244,975.0,,3,0,0
2007,KROSA,54.5311,935.0,44.7566,5,1,0
2007,HAIYAN,19.5489,994.0,,1,0,0
2007,PODUL,27.7800,985.0,,2,0,0
2007,LINGLING,22.6355,990.0,,1,0,0
2007,KAJIKI,44.7566,950.0,,4,0,0
2007,FAXAI,27.7800,980.0,,2,0,0
2007,PEIPAH,32.9244,975.0,,3,0,0
2007,TAPAH,17.4911,996.0,,1,0,0
2007,HAGIBIS,34.9822,970.0,,3,0,0
2007,MITAG,39.6122,960.0,,3,0,0
2008,UNNAMED,14.9189,1000.0,,0,0,0
2008,NEOGURI,39.6122,960.0,17.4911,3,1,0
2008,RAMMASUN,54.5311,935.0,,5,0,0
2008,HALONG,29.8378,980.0,,2,0,1
2008,MATMO,22.6355,990.0,,1,0,0
2008,NAKRI,49.9011,940.0,,4,0,0
2008,FENGSHEN,44.7566,950.0,22.6355,4,1,0
2008,KALMAEGI,32.9244,975.0,30.3522,3,1,0
2008,FUNG-WONG,44.7566,955.0,39.6122,4,1,0
2008,KAMMURI,24.6933,980.0,22.6355,2,1,1
2008,PHANFONE,22.6355,990.0,,1,0,0
2008,VONGFONG,22.6355,990.0,,1,0,0
2008,NURI,39.6122,960.0,27.7800,3,1,0
2008,UNNAMED,14.9189,1002.0,,0,0,0
2008,SINLAKU,54.5311,935.0,43.2133,5,1,0
2008,HAGUPIT,49.9011,940.0,44.7566,4,1,0
2008,JANGMI,64.8199,910.0,44.7566,5,1,0
2008,HIGOS,17.4911,998.0,16.9767,1,1,0
2008,MEKKHALA,22.6355,990.0,,1,0,1
2008,UNNAMED,14.9189,1004.0,,0,0,1
2008,BAVI,22.6355,980.0,,1,0,0
2008,MAYSAK,24.6933,985.0,,2,0,0
2008,NOUL,19.5489,995.0,,1,0,0
2008,HAISHEN,19.5489,1004.0,,1,0,0
2008,DOLPHIN,34.9822,970.0,,3,0,0
2009,KUJIRA,44.7566,950.0,,4,0,0
2009,CHAN-HOM,34.9822,970.0,,3,0,1
2009,LINFA,29.8378,980.0,22.6355,2,1,0
2009,NANGKA,22.6355,988.0,15.9478,1,1,0
2009,SOUDELOR,17.4911,994.0,17.4911,1,1,0
2009,UNNAMED,19.5489,995.0,19.5489,1,1,0
2009,MOLAVE,37.5544,965.0,26.2366,3,1,0
2009,GONI,27.7800,972.0,23.6644,2,1,0
2009,MORAKOT,39.6122,950.0,37.5544,3,1,0
2009,ETAU,19.5489,992.0,,1,0,0
2009,VAMCO,52.9877,940.0,,5,0,0
2009,KROVANH,29.8378,980.0,,2,0,0
2009,DUJUAN,24.6933,985.0,,2,0,0
2009,MUJIGAE,19.5489,992.0,19.5489,1,1,1
2009,KOPPU,39.6122,960.0,34.9822,3,1,0
2009,CHOI-WAN,64.8199,910.0,,5,0,0
2009,KETSANA,39.6122,960.0,,3,0,0
2009,UNNAMED,14.9189,1000.0,,0,0,0
2009,PARMA,54.5311,935.0,24.6933,5,1,0
2009,MELOR,64.8199,910.0,,5,0,0
2009,NEPARTAK,24.6933,990.0,,2,0,0
2009,LUPIT,59.6755,920.0,,5,0,0
2009,UNNAMED,14.9189,1000.0,11.3178,0,1,1
2009,MIRINAE,39.6122,960.0,,3,0,0
2009,UNNAMED,14.9189,1005.0,,0,0,0
2009,UNNAMED,16.9767,1000.0,,0,0,0
2009,NIDA,69.9644,903.0,,5,0,0
2010,OMAIS,17.4911,998.0,,1,0,0
2010,CONSON,34.9822,970.0,,3,0,0
2010,CHANTHU,34.9822,970.0,34.9822,3,1,0
2010,UNNAMED,15.9478,1002.0,,0,0,0
2010,DIANMU,29.8378,980.0,,2,0,0
2010,MINDULLE,29.8378,980.0,,2,0,1
2010,LIONROCK,27.7800,985.0,22.6355,2,1,1
2010,KOMPASU,44.7566,950.0,,4,0,0
2010,NAMTHEUN,17.4911,995.0,,1,0,0
2010,MALOU,24.6933,990.0,,2,0,0
2010,MERANTI,34.9822,970.0,31.3811,3,1,0
2010,FANAPI,51.9588,935.0,42.1844,5,1,0
2010,MALAKAS,44.7566,950.0,,4,0,0
2010,UNNAMED,14.9189,1002.0,14.9189,0,1,1
2010,MEGI,71.5077,895.0,27.7800,5,1,0
2010,UNNAMED,14.9189,1004.0,,0,0,0
2010,CHABA,49.9011,940.0,,4,0,0
2010,UNNAMED,12.8611,1006.0,,0,0,1
2011,UNNAMED,14.9189,1000.0,,0,0,1
2011,UNNAMED,14.9189,1000.0,,0,0,0
2011,AERE,22.6355,986.0,,1,0,0
2011,SONGDA,64.8199,910.0,,5,0,0
2011,UNNAMED,12.8611,1002.0,,0,0,1
2011,SARIKA,19.5489,995.0,17.4911,1,1,0
2011,HAIMA,19.5489,986.0,18.5200,1,1,0
2011,MEARI,29.8378,975.0,,2,0,0
2011,MA-ON,54.5311,935.0,,5,0,0
2011,TOKAGE,17.4911,1000.0,,1,0,0
2011,NOCK-TEN,27.7800,980.0,24.6933,2,1,0
2011,MUIFA,64.8199,915.0,19.5489,5,1,0
2011,MERBOK,29.8378,970.0,,2,0,0
2011,UNNAMED,14.9189,1000.0,,0,0,0
2011,NANMADOL,59.6755,925.0,31.3811,5,1,0
2011,TALAS,27.7800,970.0,,2,0,0
2011,NORU,19.5489,992.0,,1,0,0
2011,KULAP,19.5489,995.0,,1,0,0
2011,ROKE,51.9588,935.0,,5,0,0
2011,SONCA,34.9822,970.0,,3,0,0
2011,NESAT,44.7566,950.0,,4,0,0
2011,HAITANG,17.4911,995.0,,1,0,1
2011,NALGAE,49.9011,940.0,22.6355,4,1,0
2011,BANYAN,17.4911,998.0,,1,0,0
2011,UNNAMED,14.9189,1000.0,,0,0,1
2011,UNNAMED,14.9189,1000.0,,0,0,1
2011,WASHI,24.6933,990.0,,2,0,0
2012,UNNAMED,15.9478,1004.0,,0,0,0
2012,PAKHAR,27.7800,985.0,,2,0,1
2012,SANVU,34.9822,970.0,,3,0,0
2012,MAWAR,44.7566,955.0,,4,0,0
2012,GUCHOL,59.6755,915.0,,5,0,0
2012,TALIM,24.6933,985.0,,2,0,1
2012,DOKSURI,22.6355,985.0,17.4911,1,1,0
2012,KHANUN,24.6933,985.0,,2,0,0
2012,VICENTE,44.7566,960.0,41.1555,4,1,0
2012,SAOLA,39.6122,960.0,24.6933,3,1,0
2012,DAMREY,39.6122,960.0,29.8378,3,1,0
2012,HAIKUI,44.7566,960.0,34.9822,4,1,0
2012,KIROGI,22.6355,990.0,,1,0,0
2012,KAI-TAK,37.5544,968.0,34.9822,3,1,0
2012,TEMBIN,47.8433,945.0,44.7566,4,1,0
2012,BOLAVEN,54.5311,920.0,25.2078,5,1,0
2012,SANBA,64.8199,910.0,,5,0,0
2012,JELAWAT,64.8199,910.0,,5,0,0
2012,EWINIAR,24.6933,988.0,,2,0,0
2012,GAEMI,24.6933,990.0,,2,0,1
2012,MALIKSI,24.6933,970.0,,2,0,0
2012,PRAPIROON,47.8433,945.0,,4,0,0
2012,MARIA,27.7800,985.0,,2,0,0
2012,SON-TINH,44.7566,950.0,,4,0,0
2012,UNNAMED,14.9189,1002.0,,0,0,1
2012,BOPHA,59.6755,920.0,,5,0,0
2012,WUKONG,19.5489,998.0,,1,0,0
2013,SONAMU,22.6355,992.0,,1,0,0
2013,SHANSHAN,17.4911,1002.0,,1,0,0
2013,YAGI,24.6933,985.0,,2,0,0
2013,LEEPI,19.5489,992.0,,1,0,0
2013,BEBINCA,22.6355,988.0,22.6355,1,1,1
2013,RUMBIA,29.8378,972.0,24.6933,2,1,0
2013,SOULIK,54.5311,935.0,39.6122,5,1,0
2013,CIMARON,22.6355,990.0,19.5489,1,1,0
2013,JEBI,29.8378,980.0,,2,0,0
2013,MANGKHUT,27.7800,988.0,,2,0,1
2013,UTOR,59.6755,925.0,38.5833,5,1,0
2013,UNALA,17.4911,1002.0,,1,0,0
2013,PEWA,32.9244,985.0,,3,0,0
2013,TRAMI,34.9822,956.0,29.8378,3,1,0
2013,UNNAMED,14.9189,996.0,12.8611,0,1,0
2013,KONG-REY,24.6933,988.0,,2,0,0
2013,YUTU,17.4911,1002.0,,1,0,0
2013,TORAJI,24.6933,985.0,,2,1,0
2013,MAN-YI,29.8378,970.0,,2,0,0
2013,USAGI,59.6755,915.0,44.7566,5,1,0
2013,UNNAMED,14.9189,995.0,,0,0,1
2013,PABUK,37.5544,965.0,,3,0,0
2013,WUTIP,44.7566,950.0,,4,0,1
2013,FITOW,44.7566,945.0,29.8378,4,1,0
2013,SEPAT,22.6355,990.0,,1,0,0
2013,DANAS,49.9011,940.0,,4,0,0
2013,NARI,41.6700,955.0,,4,0,0
2013,WIPHA,49.9011,940.0,,4,0,0
2013,FRANCISCO,61.7333,915.0,,5,0,0
2013,UNNAMED,14.9189,1002.0,,0,0,0
2013,LEKIMA,59.6755,920.0,,5,0,0
2013,KROSA,44.7566,950.0,,4,0,0
2013,UNNAMED,14.9189,1002.0,,0,0,0
2013,HAIYAN,77.6810,890.0,19.5489,5,1,0
2013,PODUL,17.4911,1002.0,,1,0,0
2014,LINGLING,17.4911,1000.0,,1,0,0
2014,KAJIKI,22.6355,995.0,,1,0,0
2014,FAXAI,34.9822,970.0,,3,0,0
2014,UNNAMED,14.9189,1000.0,,0,0,0
2014,PEIPAH,17.4911,998.0,,1,0,0
2014,TAPAH,29.8378,980.0,,2,0,0
2014,MITAG,19.5489,994.0,,1,0,1
2014,HAGIBIS,22.6355,986.0,16.4622,1,1,1
2014,NEOGURI,54.5311,930.0,,5,0,0
2014,RAMMASUN,71.5077,888.0,47.8433,5,1,0
2014,MATMO,41.6700,955.0,39.6122,4,1,0
2014,GENEVIEVE,59.6755,920.0,,5,0,0
2014,HALONG,61.7333,915.0,,5,0,0
2014,NAKRI,24.6933,982.0,,2,0,0
2014,UNNAMED,14.9189,1004.0,14.9189,0,1,1
2014,FENGSHEN,29.8378,980.0,,2,0,0
2014,UNNAMED,14.9189,1000.0,14.9189,0,1,1
2014,KALMAEGI,41.6700,960.0,,4,0,0
2014,FUNG-WONG,27.7800,982.0,27.7800,2,1,0
2014,KAMMURI,24.6933,985.0,,2,0,0
2014,PHANFONE,49.9011,940.0,,4,0,0
2014,VONGFONG,67.9066,900.0,,5,0,0
2014,NURI,67.9066,900.0,,5,0,0
2014,SINLAKU,24.6933,990.0,,2,0,0
2014,HAGUPIT,67.9066,900.0,,5,0,0
2014,JANGMI,19.5489,995.0,,1,0,0
2015,MEKKHALA,32.9244,975.0,,3,0,0
2015,HIGOS,47.8433,945.0,,4,0,0
2015,BAVI,22.6355,990.0,,1,0,0
2015,MAYSAK,64.8199,910.0,,5,0,0
2015,HAISHEN,22.6355,990.0,,1,0,0
2015,NOUL,59.6755,920.0,,5,0,0
2015,DOLPHIN,57.6177,930.0,,5,0,0
2015,KUJIRA,24.6933,982.0,22.6355,2,1,1
2015,CHAN-HOM,54.5311,935.0,,5,1,0
2015,LINFA,41.6700,955.0,32.9244,4,1,0
2015,NANGKA,61.7333,915.0,,5,0,0
2015,HALOLA,41.6700,955.0,,4,0,0
2015,UNNAMED,14.9189,1008.0,,0,0,0
2015,SOUDELOR,67.9066,905.0,41.6700,5,1,0
2015,MOLAVE,22.6355,992.0,,1,0,0
2015,GONI,54.5311,930.0,17.4911,5,1,0
2015,ATSANI,61.7333,920.0,,5,0,0
2015,KILO,57.6177,930.0,,5,0,0
2015,ETAU,24.6933,990.0,,2,0,0
2015,VAMCO,17.4911,996.0,,1,0,1
2015,KROVANH,44.7566,950.0,,4,0,0
2015,DUJUAN,57.6177,930.0,39.6122,5,1,0
2015,MUJIGAE,51.9588,935.0,51.9588,5,1,0
2015,CHOI-WAN,32.9244,975.0,,3,0,0
2015,KOPPU,54.5311,935.0,,5,0,0
2015,CHAMPI,54.5311,935.0,,5,0,0
2015,IN-FA,51.9588,940.0,,5,0,0
2015,MELOR,54.5311,930.0,,5,0,0
2015,UNNAMED,12.8611,1008.0,,0,0,0
2016,UNNAMED,14.9189,998.0,13.8900,0,1,1
2016,NEPARTAK,71.5077,895.0,44.7566,5,1,0
2016,UNNAMED,14.9189,1000.0,,0,0,0
2016,LUPIT,19.5489,995.0,,1,0,0
2016,MIRINAE,29.8378,980.0,25.2078,2,1,1
2016,NIDA,37.5544,965.0,29.8378,3,1,0
2016,OMAIS,29.8378,980.0,,2,0,0
2016,CONSON,22.6355,990.0,,1,0,0
2016,CHANTHU,22.6355,988.0,,1,0,0
2016,DIANMU,22.6355,980.0,19.5489,1,1,1
2016,MINDULLE,29.8378,980.0,,2,0,0
2016,LIONROCK,51.9588,935.0,,5,0,0
2016,KOMPASU,17.4911,995.0,,1,0,0
2016,NAMTHEUN,44.7566,950.0,,4,0,0
2016,MALOU,19.5489,995.0,,1,0,0
2016,MERANTI,74.5944,890.0,38.5833,5,1,0
2016,RAI,17.4911,996.0,,1,0,1
2016,MALAKAS,49.9011,940.0,,4,0,0
2016,MEGI,51.9588,940.0,44.7566,5,1,0
2016,CHABA,59.6755,920.0,,5,0,0
2016,SONGDA,49.9011,940.0,,4,0,0
2016,AERE,27.7800,985.0,,2,0,0
2016,SARIKA,54.5311,935.0,35.4966,5,1,0
2016,HAIMA,67.9066,905.0,34.9822,5,1,0
2016,MEARI,41.6700,955.0,,4,0,0
2016,MA-ON,17.4911,998.0,,1,0,0
2016,UNNAMED,14.9189,1000.0,,0,0,0
2016,TOKAGE,24.6933,990.0,,2,0,0
2016,NOCK-TEN,61.7333,915.0,,5,0,0
2017,UNNAMED,12.8611,1006.0,,0,0,0
2017,MUIFA,17.4911,998.0,,1,0,0
2017,MERBOK,29.8378,980.0,22.6355,2,1,1
2017,NANMADOL,27.7800,985.0,,2,0,0
2017,TALAS,24.6933,988.0,,2,0,1
2017,NORU,51.9588,935.0,,5,0,0
2017,KULAP,22.6355,992.0,,1,0,0
2017,SONCA,19.5489,995.0,,1,0,1
2017,ROKE,19.5489,995.0,17.4911,1,1,0
2017,NESAT,39.6122,960.0,37.5544,3,1,0
2017,HAITANG,22.6355,985.0,22.6355,1,1,1
2017,NALGAE,22.6355,990.0,,1,0,0
2017,BANYAN,41.6700,955.0,,4,0,0
2017,HATO,51.9588,935.0,41.6700,5,1,0
2017,PAKHAR,29.8378,980.0,24.6933,2,1,0
2017,SANVU,39.6122,960.0,,3,0,0
2017,MAWAR,24.6933,990.0,14.9189,2,1,0
2017,GUCHOL,17.4911,998.0,,1,0,0
2017,TALIM,51.9588,935.0,,5,0,0
2017,DOKSURI,41.6700,955.0,,4,0,0
2017,UNNAMED,19.5489,995.0,17.4911,1,1,1
2017,UNNAMED,14.9189,998.0,,0,0,1
2017,KHANUN,41.6700,955.0,22.6355,4,1,0
2017,LAN,57.6177,925.0,,5,0,0
2017,SAOLA,32.9244,975.0,,3,0,0
2017,DAMREY,41.6700,955.0,,4,0,0
2017,HAIKUI,22.6355,990.0,,1,0,0
2017,KIROGI,17.4911,1000.0,,1,0,0
2017,KAI-TAK,22.6355,990.0,,1,0,0
2017,TEMBIN,37.5544,965.0,,3,0,0
2018,BOLAVEN,17.4911,1000.0,,1,0,0
2018,SANBA,17.4911,1000.0,,1,0,0
2018,JELAWAT,59.6755,920.0,,5,0,0
2018,UNNAMED,14.9189,1002.0,,0,0,0
2018,EWINIAR,22.6355,990.0,19.5489,1,1,1
2018,MALIKSI,29.8378,975.0,,2,0,0
2018,GAEMI,19.5489,990.0,14.9189,1,1,1
2018,PRAPIROON,34.9822,960.0,,3,0,0
2018,MARIA,57.6177,925.0,29.8378,5,1,0
2018,SON-TINH,22.6355,988.0,22.6355,1,1,0
2018,AMPIL,27.7800,980.0,22.6355,2,1,0
2018,UNNAMED,14.9189,998.0,,0,0,1
2018,WUKONG,29.8378,980.0,,2,0,0
2018,JONGDARI,41.6700,955.0,19.5489,4,1,0
2018,UNNAMED,14.9189,1000.0,,0,0,0
2018,HECTOR,57.6177,925.0,,5,0,0
2018,SHANSHAN,39.6122,960.0,,3,0,0
2018,YAGI,27.7800,980.0,19.5489,2,1,0
2018,BEBINCA,27.7800,982.0,19.5489,2,1,1
2018,LEEPI,27.7800,982.0,,2,0,0
2018,RUMBIA,24.6933,982.0,22.6355,2,1,0
2018,SOULIK,44.7566,950.0,,4,0,0
2018,CIMARON,47.8433,945.0,,4,0,0
2018,UNNAMED,14.9189,992.0,14.9189,0,1,1
2018,JEBI,64.8199,905.0,,5,0,0
2018,MANGKHUT,64.8199,910.0,41.6700,5,1,0
2018,BARIJAT,24.6933,990.0,19.5489,2,1,0
2018,TRAMI,59.6755,920.0,,5,0,0
2018,KONG-REY,61.7333,915.0,,5,0,0
2018,YUTU,69.9644,895.0,,5,0,0
2018,USAGI,32.9244,980.0,,3,0,0
2018,TORAJI,17.4911,1002.0,,1,0,1
2018,MAN-YI,41.6700,955.0,,4,0,0
2018,UNNAMED,14.9189,1000.0,,0,0,0
2018,PABUK,24.6933,990.0,,2,0,1
2019,UNNAMED,14.9189,1005.0,,0,0,0
2019,WUTIP,57.6177,925.0,,5,0,0
2019,UNNAMED,14.9189,1005.0,,0,0,0
2019,SEPAT,19.5489,995.0,,1,0,0
2019,UNNAMED,14.9189,1000.0,,0,0,0
2019,MUN,17.4911,992.0,17.4911,1,1,1
2019,DANAS,22.6355,988.0,,1,0,0
2019,NARI,17.4911,998.0,,1,0,0
2019,WIPHA,22.6355,982.0,22.6355,1,1,1
2019,FRANCISCO,37.5544,965.0,,3,0,0
2019,LEKIMA,61.7333,915.0,39.6122,5,1,0
2019,KROSA,41.6700,960.0,,4,0,0
2019,BAILU,29.8378,980.0,29.8378,2,1,0
2019,PODUL,22.6355,990.0,,1,0,0
2019,FAXAI,49.9011,940.0,,4,0,0
2019,KAJIKI,17.4911,995.0,17.4911,1,1,0
2019,LINGLING,54.5311,930.0,24.6933,5,1,0
2019,UNNAMED,14.9189,996.0,,0,0,0
2019,PEIPAH,17.4911,995.0,,1,0,0
2019,TAPAH,32.9244,975.0,,3,0,0
2019,MITAG,39.6122,960.0,,3,0,0
2019,HAGIBIS,64.8199,915.0,,5,0,0
2019,NEOGURI,41.6700,960.0,,4,0,0
2019,BUALOI,57.6177,925.0,,5,0,0
2019,BULBUL:MATMO,24.6933,990.0,,2,0,1
2019,HALONG,67.9066,905.0,,5,0,0
2019,NAKRI,32.9244,975.0,,3,0,1
2019,FENGSHEN,49.9011,940.0,,4,0,0
2019,KALMAEGI,34.9822,970.0,,3,0,0
2019,FUNG-WONG,29.8378,980.0,,2,0,0
2019,KAMMURI,49.9011,940.0,,4,0,0
2019,PHANFONE,41.6700,955.0,,4,0,0
2020,VONGFONG,47.8433,950.0,,4,0,0
2020,NURI,19.5489,995.0,17.4911,1,1,0
2020,SINLAKU,17.4911,992.0,12.8611,1,1,0
2020,HAGUPIT,41.6700,965.0,37.5544,4,1,0
2020,JANGMI,22.6355,992.0,,1,0,0
2020,MEKKHALA,37.5544,975.0,37.5544,3,1,1
2020,UNNAMED,14.9189,1012.0,,0,0,0
2020,HIGOS,34.9822,970.0,31.3811,3,1,0
2020,BAVI,44.7566,950.0,24.6933,4,1,0
2020,MAYSAK,51.9588,940.0,22.6355,5,1,0
2020,HAISHEN,59.6755,920.0,19.5489,5,1,0
2020,NOUL,24.6933,985.0,,2,0,0
2020,DOLPHIN,29.8378,980.0,,2,0,0
2020,KUJIRA,32.9244,975.0,,3,0,0
2020,CHAN-HOM,37.5544,965.0,,3,0,0
2020,LINFA,19.5489,995.0,,1,0,0
2020,NANGKA,24.6933,988.0,24.6933,2,1,1
2020,UNNAMED,14.9189,1000.0,,0,0,0
2020,SAUDEL,37.5544,965.0,,3,0,0
2020,UNNAMED,14.9189,1008.0,,0,0,0
2020,MOLAVE,47.8433,950.0,,4,0,0
2020,GONI,69.9644,900.0,,5,0,0
2020,ATSANI,27.7800,985.0,,2,0,0
2020,ETAU,24.6933,985.0,,2,0,0
2020,VAMCO,47.8433,945.0,,4,0,0
2020,KROVANH,17.4911,1000.0,,1,0,0
2021,DUJUAN,22.6355,990.0,,1,0,0
2021,SURIGAE,71.5077,895.0,,5,0,0
2021,UNNAMED,14.9189,1002.0,,0,0,0
2021,CHOI-WAN,19.5489,995.0,,1,0,0
2021,KOGUMA,19.5489,992.0,17.4911,1,1,1
2021,CHAMPI,32.9244,980.0,,3,0,0
2021,UNNAMED,14.9189,998.0,,0,0,0
2021,IN-FA,41.6700,955.0,24.6933,4,1,0
2021,CEMPAKA,37.5544,965.0,27.7800,3,1,1
2021,NEPARTAK,19.5489,995.0,,1,0,0
2021,LUPIT,22.6355,982.0,19.5489,1,1,1
2021,MIRINAE,24.6933,985.0,,2,0,0
2021,NIDA,24.6933,990.0,,2,0,0
2021,OMAIS,24.6933,992.0,,2,0,0
2021,UNNAMED,14.9189,1008.0,,0,0,0
2021,CONSON,27.7800,988.0,,2,0,0
2021,CHANTHU,67.9066,905.0,,5,0,0
2021,DIANMU,17.4911,998.0,,1,0,1
2021,MINDULLE,59.6755,920.0,,5,0,0
2021,LIONROCK,19.5489,990.0,19.5489,1,1,0
2021,KOMPASU,32.9244,970.0,24.6933,3,1,0
2021,NAMTHEUN,32.9244,975.0,,3,0,0
2021,MALOU,39.6122,970.0,,3,0,0
2021,UNNAMED,14.9189,1002.0,,0,0,0
2021,NYATOH,54.5311,940.0,,5,0,0
2021,RAI,61.7333,915.0,,5,0,0
2022,MALAKAS,51.9588,940.0,,5,0,0
2022,MEGI,19.5489,995.0,,1,0,0
2022,CHABA,37.5544,960.0,29.8378,3,1,1
2022,AERE,22.6355,990.0,,1,0,0
2022,SONGDA,17.4911,998.0,,1,0,0
2022,TRASES,17.4911,998.0,,1,0,0
2022,UNNAMED,12.8611,1002.0,12.8611,0,1,1
2022,MULAN,19.5489,995.0,,1,0,1
2022,MEARI,19.5489,988.0,,1,0,0
2022,MA-ON,34.9822,970.0,29.8378,3,1,0
2022,TOKAGE,41.6700,955.0,,4,0,0
2022,HINNAMNOR,61.7333,915.0,,5,0,0
2022,UNNAMED,14.9189,1000.0,,0,0,0
2022,MUIFA,49.9011,940.0,32.9244,4,1,0
2022,MERBOK,37.5544,950.0,,3,0,0
2022,NANMADOL,61.7333,915.0,,5,0,0
2022,TALAS,17.4911,1000.0,,1,0,0
2022,NORU,61.7333,915.0,,5,0,0
2022,KULAP,32.9244,950.0,,3,0,0
2022,ROKE,39.6122,965.0,,3,0,0
2022,HAITANG,17.4911,1000.0,,1,0,0
2022,SONCA,17.4911,998.0,,1,0,1
2022,NESAT,41.6700,955.0,,4,0,0
2022,UNNAMED,14.9189,1000.0,,0,0,0
2022,UNNAMED,14.9189,1000.0,,0,0,0
2022,NALGAE,32.9244,975.0,9.7744,3,1,0
2022,BANYAN,17.4911,998.0,,1,0,0
2022,YAMANEKO,19.5489,998.0,,1,0,0
2022,PAKHAR,22.6355,995.0,,1,0,0
2023,UNNAMED,14.9189,1004.0,,0,0,0
2023,SANVU,22.6355,995.0,,1,0,0
2023,MAWAR,67.9066,905.0,,5,0,0
2023,GUCHOL,41.6700,960.0,,4,0,0
2023,TALIM,39.6122,960.0,32.9244,3,1,0
2023,DOKSURI,61.7333,915.0,37.5544,5,1,0
2023,KHANUN,54.5311,930.0,,5,0,0
2023,DORA,57.6177,940.0,,5,0,0
2023,LAN,57.6177,930.0,,5,0,0
2023,SAOLA,61.7333,915.0,29.8378,5,1,0
2023,DAMREY,27.7800,985.0,,2,0,0
2023,HAIKUI,47.8433,945.0,41.6700,4,1,0
2023,KIROGI,29.8378,985.0,,2,0,0
2023,YUN-YEUNG,19.5489,995.0,,1,0,0
2023,UNNAMED,14.9189,1000.0,,0,0,1
2023,KOINU,54.5311,930.0,,5,0,0
2023,BOLAVEN,67.9066,905.0,,5,0,0
2023,SANBA,24.6933,990.0,19.5489,2,1,1
2023,UNNAMED,12.8611,1004.0,,0,0,0
2023,JELAWAT,17.4911,1000.0,,1,0,0
2024,EWINIAR,41.6700,955.0,,4,0,0
2024,MALIKSI,17.4911,998.0,17.4911,1,1,1
2024,UNNAMED,12.8611,1002.0,,0,0,1
2024,PRAPIROON,29.8378,980.0,27.7800,2,1,0
2024,GAEMI,54.5311,930.0,44.7566,5,1,0
2024,MARIA,29.8378,975.0,,2,0,0
2024,SON-TINH,22.6355,975.0,,1,0,0
2024,AMPIL,49.9011,945.0,,4,0,0
2024,WUKONG,17.4911,1000.0,,1,0,0
2024,JONGDARI,19.5489,995.0,,1,0,0
2024,SHANSHAN,51.9588,940.0,,5,0,0
2024,YAGI,61.7333,915.0,57.6177,5,1,0
2024,LEEPI,17.4911,1002.0,,1,0,0
2024,BEBINCA,41.6700,965.0,37.5544,4,1,0
2024,PULASAN,22.6355,995.0,22.6355,1,1,0
2024,SOULIK,17.4911,995.0,,1,0,0
2024,UNNAMED,14.9189,1002.0,,0,0,0
2024,CIMARON,17.4911,998.0,,1,0,0
2024,JEBI,32.9244,980.0,,3,0,0
2024,KRATHON,59.6755,920.0,37.5544,5,1,0
